"","SurveyID","m1_alpha","m1_biomass","B20","m2_fish_alpha","m2_invert_alpha","FG_richness","biomass","CTI","urchin_abundance"
"11992","R2001216",40,121.014324699338,48.7170818438,NA,NA,31,11.4689459202,19.5117940516491,NA
"11993","R2001217",27,29.000477526113,7.634232201,NA,NA,22,4.26328434608,19.7540054938934,NA
"11994","R2001218",31,87.565586203398,17.1788763272,NA,NA,27,4.61259265032,19.8108310050854,NA
"11995","R2001219",19,103.159392025665,44.8350055469,NA,NA,17,2.389866083503,19.3785867381014,NA
"11996","R2001220",32,512.717081161672,36.1498964981,NA,NA,29,8.53201424086,19.8701860674911,NA
"11997","R2001221",25,13.56985573979,5.518923917354,NA,NA,20,3.290355378832,20.3468679878842,NA
"11998","R2001222",24,235.451336649818,105.6142460917,NA,NA,23,18.297581382996,20.0791131812268,NA
"11999","R2001223",19,24.640775843324,2.8226931246,NA,NA,17,1.109084897668,20.236207203369,NA
"12000","R2001224",44,116.753977098045,52.5215413823,NA,NA,38,7.78632168697,21.8583524266729,NA
"12001","R2001225",31,138.142630394523,56.9808024777,NA,NA,29,52.67183941014,22.6736610342877,NA
"12002","R2001226",38,441.66836362016,306.4999230254,NA,NA,36,28.1038722844,21.6813319533757,NA
"12003","R2001227",23,308.607447654261,120.71346276335,NA,NA,23,4.496464675,20.8360097776845,NA
"12004","R2001229",27,49.323679359237,21.59498708043,NA,NA,23,10.68222148172,19.0828137534278,NA
"12005","R2001230",26,63.306662495266,51.5702309186,NA,NA,20,24.7157636059,19.0238055125475,NA
"12006","R2001231",22,48.04195497753,33.4546705358,NA,NA,18,19.2671398723,19.072245883635,NA
"12007","R2001232",23,67.070410844193,41.9300375814,NA,NA,21,11.923730203816,19.0438456972629,NA
"12008","R2001233",15,113.26196722558,16.7221639784,NA,NA,14,9.846114798,19.4413543705198,NA
"12009","R2001234",18,81.06419102706,16.8503914889,NA,NA,16,6.5836974668,19.2683319251763,NA
"12010","R2001235",27,56.091506142416,26.0530083765,NA,NA,22,13.84528092472,19.2233731399901,NA
"12011","R2001236",6,2.00418458378,0.8392958982,NA,NA,5,NA,18.92,NA
"12012","R2001237",17,23.895785783022,8.76809081,NA,NA,15,4.15000197008,19.5295770065255,NA
"12013","R2001238",21,46.317284472116,5.1649628,NA,NA,17,5.880873262124,19.466505400216,NA
"12014","R2001239",14,13.72284888948,10.2429488926,NA,NA,12,0.16995905296,19.5775698006247,NA
"12015","R2001240",29,253.989613698232,215.376702526,NA,NA,26,50.92242687794,19.7377929409928,NA
"12016","R2001241",25,71.455334806646,20.226336255986,NA,NA,24,15.09469279342,19.5919253651708,NA
"12017","R2001242",19,33.547626070844,23.649077464,NA,NA,16,14.80953038436,19.0650387027782,NA
"12018","R2001243",25,123.721677476116,68.373199615,NA,NA,21,25.90981075324,19.3433072931619,NA
"12019","R2001244",23,32.986497922476,11.5949990676,NA,NA,21,11.172217251512,20.2575636194824,NA
"12020","R2001245",27,72.282698900014,11.06630905026,NA,NA,25,13.631549630368,19.7604545351684,NA
"12021","R2001246",30,113.302996166546,23.0893336716,NA,NA,28,13.390143779136,19.9827677257615,NA
"12022","R2001247",12,20.850479634672,19.9324714822,NA,NA,12,16.1854491621,18.8510211737141,NA
"12023","R2001248",19,228.379930431368,204.2857337234,NA,NA,16,135.09321414052,18.7348153097532,NA
"12024","R2001250",20,54.923978884396,34.1031369432,NA,NA,16,31.671518626156,19.3547140884513,NA
"12025","R2001251",16,34.190338114678,16.499420355012,NA,NA,12,7.409047847226,19.2746892956469,NA
"12026","R2001252",11,1566.81905131898,362.985154206,NA,NA,10,8.547781712,19.3710888441114,NA
"12027","R2001253",14,2965.31300538013,908.771600366,NA,NA,12,2.6061852728,19.3498698563813,NA
"12028","R2001254",15,58.3676519486,44.1108949662,NA,NA,13,6.90004707156,19.6932334496624,NA
"12029","R2001255",20,193.398417414156,82.6150636712,NA,NA,18,25.702687668316,19.7657438367412,NA
"12030","R2001256",21,333.213987413388,151.0571798266,NA,NA,18,41.461929416158,19.6065463246003,NA
"12031","R2001257",13,166.277502659058,35.5616981176,NA,NA,13,7.60003957976,19.614921478172,NA
"12032","R2001258",29,29.602136147487,17.8511599517,NA,NA,23,3.115304398921,19.2950937943116,NA
"12033","R2001259",23,52.966672881239,22.0222194617,NA,NA,20,6.3083455779,19.6689606133986,NA
"12034","R2001260",23,33.941103083559,14.0526155037,NA,NA,19,1.862536257958,19.2425939637525,NA
"12035","R2001261",23,152.196075905102,128.654087753,NA,NA,19,88.114694986622,19.8116085979271,NA
"12036","R2001262",24,124.164439988224,24.37073659366,NA,NA,24,12.620022714456,19.9709892358247,NA
"12037","R2001263",32,68.511548113852,33.839661218,NA,NA,26,15.512846435892,19.9120001553524,NA
"12038","R2001264",37,92.127034753539,63.8546303634,NA,NA,25,3.933591058977,21.7723573908815,NA
"12039","R2001265",27,36.849757477583,16.9126512505,NA,NA,19,6.134791104671,21.5288931005739,NA
"12040","R2001266",27,214.75922103488,200.5835057788,NA,NA,22,166.735985929349,21.7361820056858,NA
"12041","R2001267",27,38.854966552842,13.1397100165,NA,NA,21,8.06864807995,21.1115945573131,NA
"12042","R2001268",27,10.571843718657,2.0936523999,NA,NA,23,4.587821258326,22.3229694676962,NA
"12043","R2001269",33,41.776451170031,33.2761210857,NA,NA,21,33.645913079016,22.2749632541162,NA
"12044","R2001270",24,70.633978829993,10.4836598539,NA,NA,21,12.049423558,21.7319106884475,NA
"12045","R2001271",32,29.411508442044,7.4741994027,NA,NA,27,4.20575143825,21.4875047963161,NA
"12046","R2001272",20,31.035819238696,15.800177098,NA,NA,16,7.60757267653,19.243238696811,NA
"12047","R2001273",39,158.422272734748,87.5028013626,NA,NA,37,37.853139745588,20.13690537442,NA
"12048","R2001274",18,88.2103127601,68.0260870642,NA,NA,14,0.93440173992,19.7100765009066,NA
"12049","R2001275",14,38.522382158011,34.4306920908,NA,NA,12,0.92932120558,20.3351809923035,NA
"12050","R2001276",15,5.797388680317,1.2433141231,NA,NA,14,1.169269123266,20.45432155543,NA
"12051","R2001277",22,19.132622904454,10.3729055926,NA,NA,19,4.551918407792,20.6682741415653,NA
"12052","R2001278",36,73.703018003167,50.3355324503,NA,NA,27,16.657531410126,19.9851519970627,NA
"12053","R2001279",33,95.392692130763,71.3551347668,NA,NA,26,17.77011077207,20.1706533434093,NA
"12054","R2001280",26,69.223979809054,60.2407487472,NA,NA,21,23.140089348374,20.472786494955,NA
"12055","R2001281",29,51.444669119625,26.5928350102,NA,NA,25,20.719246437851,19.9906958036228,NA
"12056","R2001282",41,81.352314817449,28.0023241439,NA,NA,31,25.237824867925,20.0264991352972,NA
"12057","R2001283",38,207.865782246221,174.8801400195,NA,NA,33,64.351737259771,20.589493384541,NA
"12058","R2001284",14,48.4337089702,23.2022734282,NA,NA,13,4.373560733462,19.7071744133222,NA
"12059","R2001285",12,118.52811130982,13.7759234564,NA,NA,12,14.53445342322,19.9217965381368,NA
"12060","R2001286",20,206.55601041562,29.545163144,NA,NA,19,10.62546469188,19.5406273508123,NA
"12061","R2001287",30,7.76886115349,1.1916245687,NA,NA,27,2.357652328703,21.8676506091772,NA
"12062","R2001288",24,113.004694217272,53.7485714417,NA,NA,20,37.3268597516,21.4546827958441,NA
"12063","R2001289",26,279.41906847142,140.1417576292,NA,NA,23,73.19068304102,20.1519526326645,NA
"12064","R2001290",11,34.130562712918,21.0949920884,NA,NA,8,13.9067613746,20.2656205106223,NA
"12065","R2001291",13,7.643986810599,6.2224320477,NA,NA,10,1.44169807696,19.6393788677402,NA
"12066","R2001292",10,18.41648515747,13.0501714322,NA,NA,8,1.4114195084,19.6908440747619,NA
"12067","R2001293",14,60.247562037053,37.8678722591,NA,NA,14,2.1894572749,19.8412697109788,NA
"12068","R2001294",19,217.8893952263,33.095911141,NA,NA,18,10.4787123556,19.6958704616063,NA
"12069","R2001295",34,231.837399432056,124.035589746,NA,NA,27,17.155962584336,19.3890940569871,NA
"12070","R2001296",22,635.30779256798,226.4638932876,NA,NA,19,6.80237919752,19.6173128214117,NA
"12071","R2001297",24,765.541610353062,158.8720446776,NA,NA,21,14.423001744542,19.5739024029644,NA
"12072","R2001298",19,40.072670280746,8.4612419792,NA,NA,16,11.4377888642,19.9811490581149,NA
"12073","R2001299",23,269.572940675356,8.3824052264,NA,NA,21,20.60100677776,19.8352007570997,NA
"12074","R2001300",14,60.947109268874,25.703184545,NA,NA,13,23.01504399524,19.7352938776722,NA
"12075","R2001301",18,9.358922230532,0.7459585816,NA,NA,18,1.19833371661,21.5879202862034,NA
"12076","R2001302",28,40.662316477685,10.1814361614,NA,NA,25,5.299781536707,22.001417722045,NA
"12077","R2001303",23,15.87245315485,11.72764941656,NA,NA,19,9.047059824696,21.3953246466181,NA
"12078","R2001304",42,39.485489645645,15.36010615138,NA,NA,32,18.1045314388,22.9570798571237,NA
"12079","R2001305",30,84.035544769687,42.68062033048,NA,NA,27,3.384648182658,22.1453975977081,NA
"12080","R2001306",29,43.975896851531,12.93309305678,NA,NA,27,6.6168042059,21.3572084080669,NA
"12081","R2001307",27,246.24939985602,74.48639910746,NA,NA,23,4.641849326766,19.6666884147745,NA
"12082","R2001308",19,116.014843406144,20.779977498,NA,NA,17,4.70652988516,19.6645853864968,NA
"12083","R2001309",13,30.012867932383,20.3682560329,NA,NA,9,3.49256535041,20.2103830741673,NA
"12084","R2001310",17,7.7540479942,2.885651439377,NA,NA,15,3.417552695,20.0574518578569,NA
"12085","R2001311",17,11.9501438878,2.3879165808,NA,NA,17,1.36113365948,20.4002456626535,NA
"12086","R2001312",27,33.201784207304,14.8753529556,NA,NA,25,10.8954438314,19.4797810843918,NA
"12087","R2001313",31,47.555846092328,26.3877340366,NA,NA,25,20.50307165216,19.6884006253407,NA
"12088","R2001314",24,23.740769140086,8.5574614248,NA,NA,22,8.056730275,19.8785352230865,NA
"12089","R2001315",22,41.84187333622,14.6160483774,NA,NA,19,12.47765501324,19.3443021728594,NA
"12090","R2001316",15,23.601314395402,1.9228609352,NA,NA,14,7.58264525851,21.5362918766877,NA
"12091","R2001317",22,10.440626093909,1.3820563715,NA,NA,18,1.351762911323,20.8977184002552,NA
"12092","R2001318",20,45.077627023633,12.2284707463,NA,NA,16,14.22772196776,21.0117659626046,NA
"12093","R2001319",16,73.12529441463,20.3465406673,NA,NA,14,3.74075148241,21.8144574387441,NA
"12094","R2001320",19,564.47935943046,18.1527027126,NA,NA,17,12.2680559016,19.7154658670993,NA
"12095","R2001321",21,55.330912429512,11.01045921706,NA,NA,18,15.330590264436,19.8987883080308,NA
"12096","R2001322",18,240.221998585466,41.3288267556,NA,NA,15,57.3570018398,19.8688852851752,NA
"12097","R2001323",20,46.74898445961,5.275432681,NA,NA,16,3.98260937334,19.1503664544532,NA
"12098","R2001324",21,290.935226860892,109.4669868275,NA,NA,19,2.23772016351,19.6505441149424,NA
"12099","R2001325",22,131.877807528503,101.6161939864,NA,NA,17,3.064923520323,20.0695863131521,NA
"12100","R2001326",24,16.632178269928,4.4726750085,NA,NA,22,2.02192703581,19.6959015895368,NA
"12101","R2001327",36,103.890859466579,74.8513343193,NA,NA,30,9.25596385896,19.8954665759256,NA
"12102","R2001328",22,28.151286725613,7.4896162827,NA,NA,18,2.120833409838,19.5000075426126,NA
"12103","R2001329",30,135.332204074892,4.8636741549,NA,NA,25,4.29821445689,20.0251073909598,NA
"12104","R2001330",41,111.14558937182,33.18016793708,NA,NA,31,14.858387593938,19.9651428699259,NA
"12105","R2001331",28,45.476534511136,11.3440239379,NA,NA,24,5.12123026996,19.8230217116808,NA
"12106","R2001332",42,375.764945717855,277.0407134926,NA,NA,34,56.037708812919,20.0473940854082,NA
"12107","R2001333",17,6.786786864906,4.1072617297,NA,NA,14,0.690882502176,20.2214735444533,NA
"12108","R2001334",19,5.642100129244,1.064113591,NA,NA,16,2.481839675758,19.8127852315766,NA
"12109","R2001335",18,22.177805653533,13.10220335,NA,NA,14,0.753678546216,19.8481513141426,NA
"12110","R2001336",34,31.347497883057,17.5386820727,NA,NA,31,10.20748782817,20.2354123663859,NA
"12111","R2001337",21,76.243242174504,49.7275166266,NA,NA,18,13.15138539528,19.9825304580357,NA
"12112","R2001338",36,134.940706450592,67.6773377372,NA,NA,32,26.53398273309,19.8360144212663,NA
"12113","R2001339",20,5.728482609058,2.580307169016,NA,NA,18,0.22544851464,20.174924205498,NA
"12114","R2001340",34,9.646868595029,5.6083349354,NA,NA,31,0.995969139666,19.9699053959245,NA
"12115","R2001341",24,4.592055161357,1.7671526996,NA,NA,20,0.160702710888,19.9830506743628,NA
"12116","R2001342",38,42.746485083243,21.2419675935,NA,NA,31,4.36996163466,20.0497092829536,NA
"12117","R2001343",23,26.638483392876,16.3228818195,NA,NA,21,7.65513106179,20.1603667276608,NA
"12118","R2001344",46,72.929333625398,43.8008493314,NA,NA,34,13.182558522248,20.1677233014585,NA
"12119","R2001345",39,33.012002294581,14.9624733443,NA,NA,32,10.364186741749,20.3159113613009,NA
"12120","R2001346",14,15.437341278431,9.7332960741,NA,NA,13,6.64966722157,18.8251064619886,NA
"12121","R2001347",19,14.611441439107,5.1452027212,NA,NA,17,4.346853166188,19.3219319130458,NA
"12122","R2001348",15,17.502224391044,7.31074346413,NA,NA,13,1.283216516721,19.1935969632451,NA
"12123","R2001349",13,3.03799057352,0.8627696792,NA,NA,11,0.897516271026,19.4119502426481,NA
"12124","R2001350",20,51.71193660401,0.8392958982,NA,NA,17,0.28332053542,19.6769484763118,NA
"12125","R2001351",27,63.820480106792,28.0049711968,NA,NA,24,14.827260590316,19.9623523217059,NA
"12126","R2001352",19,46.76509699376,18.7725105302,NA,NA,16,3.894338800182,19.7083621054267,NA
"12127","R2001353",19,73.101210874536,25.5581504946,NA,NA,16,5.331149556956,19.76509984902,NA
"12128","R2001354",26,31.282359470242,13.3748453316,NA,NA,23,6.004956271686,19.8669658759394,NA
"12129","R2001355",26,68.107042356298,38.174058049,NA,NA,23,7.402019049172,20.1042613700028,NA
"12130","R2001356",19,45.015432549436,25.2597374366,NA,NA,16,6.142732650636,19.6111953063953,NA
"12131","R2001357",24,79.51528209246,61.4474225571,NA,NA,18,11.17350443828,19.5950457501433,NA
"12132","R2001358",30,113.499368159636,101.3687476273,NA,NA,25,7.92355535672,19.8382083395317,NA
"12133","R2001359",32,49.22302732835,39.1782901757,NA,NA,25,7.437778298218,19.7656240790611,NA
"12134","R2001360",26,138.25122544061,117.0211435437,NA,NA,23,18.33211102596,20.3307473977671,NA
"12135","R2001361",25,101.838489255915,76.0578296835,NA,NA,21,18.17148949475,19.8334977479668,NA
"12136","R2001362",24,22.651745819535,17.818459482,NA,NA,17,2.781040029428,19.7179247592065,NA
"12137","R2001364",22,36.926060810655,29.6042703159,NA,NA,19,21.87940386039,19.7573908425734,NA
"12138","R2001365",26,42.544171450063,30.8099592592,NA,NA,19,4.56450851543,19.6987341453456,NA
"12139","R2001366",26,38.5574686972,22.4545077883,NA,NA,23,10.619545407226,20.538943795379,NA
"12140","R2001367",29,27.265372172852,12.95823993599,NA,NA,25,3.141675195666,19.8964214484304,NA
"12141","R2001368",29,96.293207913553,88.85929441928,NA,NA,24,68.873577424208,20.0899081917269,NA
"12142","R2001369",31,58.031782346477,37.8962781974,NA,NA,26,24.9353618639,20.6190793073051,NA
"12143","R2001370",15,18.813875632859,13.8529583562,NA,NA,12,13.089234037079,19.6897399754841,NA
"12144","R2001371",25,51.570390395337,38.7963866554,NA,NA,23,1.381457423084,20.3333896791193,NA
"12145","R2001372",27,129.667016044308,61.1398019276,NA,NA,24,9.994200293276,20.0241349577924,NA
"12146","R2001373",36,27.444513327713,17.6006669557,NA,NA,31,16.721661910502,23.3119408817992,NA
"12147","R2001374",24,3.115429715464,0.7859047701,NA,NA,18,0.321946098046,24.1651964838096,NA
"12148","R2001375",30,11.11734464529,3.1764905242,NA,NA,23,1.66735015774,22.9665324986219,NA
"12149","R2001376",29,26.290921828012,14.7211433738,NA,NA,25,5.70510030519,24.0246645374378,NA
"12150","R2001377",15,46.272133194211,26.3880827189,NA,NA,12,9.59203146312,18.736493624676,NA
"12151","R2001378",16,30.761511739933,22.9551136703,NA,NA,15,17.237576407019,19.2383054282436,NA
"12152","R2001379",13,69.432074091902,39.2625017912,NA,NA,11,5.05984829938,19.2029467590883,NA
"12153","R2001380",21,41.507049178114,27.6804227434,NA,NA,18,7.033868928923,19.2874584679424,NA
"12154","R2001381",19,68.742974996298,58.057725457,NA,NA,18,29.56369321434,18.702434129474,NA
"12155","R2001382",19,31.6646146564,13.2192803362,NA,NA,17,8.70775204147,19.1134946219705,NA
"12156","R2001383",16,46.9632445831,40.3908622805,NA,NA,14,4.5958566614,19.2021131640782,NA
"12157","R2001384",14,27.640765342797,6.5984407067,NA,NA,13,1.808094416516,19.2907781875004,NA
"12158","R2001385",17,17.014112960163,4.5723470885,NA,NA,15,8.31787859301,19.7059282979651,NA
"12159","R2001386",16,50.20831701623,43.3581272993,NA,NA,13,15.2488593244,19.2887314757435,NA
"12160","R2001387",19,122.39088428019,89.1835108675,NA,NA,18,9.41400084901,19.3507941361178,NA
"12161","R2001388",13,56.548281659432,31.1861978142,NA,NA,11,19.869214025452,19.3770386389182,NA
"12162","R2001389",14,13.686926709214,1.9882629868,NA,NA,13,4.72698606734,19.4801181003848,NA
"12163","R2001390",16,11.142687566776,4.0775630248,NA,NA,15,4.775184250464,19.1157332569061,NA
"12164","R2001391",14,61.320957272556,20.9357026312,NA,NA,11,5.641589153516,18.6869703483942,NA
"12165","R2001392",16,24.047161074172,16.5373661882,NA,NA,14,12.491783346596,19.6158492564668,NA
"12166","R2001393",14,15.635384447376,7.034083112,NA,NA,12,7.001850790736,19.3935663710423,NA
"12167","R2001394",16,97.332548090804,59.733989582,NA,NA,14,69.72756705136,19.4258052040201,NA
"12168","R2001395",19,72.865646787796,34.4794952788,NA,NA,15,35.426203709,19.248341333472,NA
"12169","R2001396",8,52.619368892016,37.83692066,NA,NA,6,31.301907516936,20.3624194751861,NA
"12170","R2001397",11,71.0674272539,43.7378598736,NA,NA,9,20.984112276,20.001904747349,NA
"12171","R2001398",61,199.086164637356,186.0278273185,NA,NA,46,104.570621329797,23.6697800324926,NA
"12172","R2001399",57,117.843310220907,70.7487253123,NA,NA,43,17.322039530026,23.8054867209706,NA
"12173","R2001400",49,361.908474567016,333.7105398343,NA,NA,42,162.794157047625,23.061176037321,NA
"12174","R2001401",45,98.21480712723,60.478838734,NA,NA,33,9.351335197848,22.5662869128414,NA
"12175","R2001402",10,38.547805248826,26.2914132617,NA,NA,11,25.9924727307,20.1801342452382,NA
"12176","R2001404",15,42.91320129213,18.1942084789,NA,NA,15,6.1311856575,19.7343671944123,NA
"12177","R2001405",13,9.078315493694,7.0661719748,NA,NA,13,4.769854720542,19.6702960742665,NA
"12178","R2001406",24,226.20524303707,202.3092591683,NA,NA,21,6.18496183978,19.1749175023893,NA
"12179","R2001407",16,26.344246520543,1.4995701356,NA,NA,15,0.23322388426,19.2691387582597,NA
"12180","R2001408",20,654.56372986828,596.5130549104,NA,NA,18,83.7541873187,19.3863953618059,NA
"12181","R2001409",20,105.049764425424,63.51850911883,NA,NA,19,23.18438678074,19.2037957304417,NA
"12182","R2001410",10,1156.9621677342,353.9030235317,NA,NA,12,0.8442147762,19.2521724361245,NA
"12183","R2001411",20,223.151678556335,7.9733408882,NA,NA,19,4.17659687876,18.9291665022003,NA
"12184","R2001412",17,116.096085037114,100.4490054806,NA,NA,14,18.18403621102,19.3076508563279,NA
"12185","R2001413",17,7.835261411764,1.7530495866,NA,NA,14,3.636396221032,18.1519679773603,NA
"12186","R2001414",23,389.0311183722,168.0189887238,NA,NA,21,80.48807892704,18.3387835947803,NA
"12187","R2001415",25,89.906173303996,29.0996494348,NA,NA,20,1.51536019368,18.6311562867642,NA
"12188","R2001416",18,188.271779412464,107.1193615604,NA,NA,13,21.651558215,18.6110432083483,NA
"12189","R2001417",13,15.518048712694,8.9023242986,NA,NA,12,4.359628594258,19.6312576823459,NA
"12190","R2001418",17,148.348920170616,137.9557128708,NA,NA,15,116.894301869336,18.8417868792244,NA
"12191","R2001419",12,4.997077208422,0,NA,NA,11,1.9474643549,19.2117825957212,NA
"12192","R2001420",16,55.60471214824,52.1871529228,NA,NA,14,32.11945084134,18.9583428794885,NA
"12193","R2001421",15,30.268946901184,26.9182311622,NA,NA,14,1.2139159963,18.2350453311155,NA
"12194","R2001422",14,21.311034098186,16.6605827078,NA,NA,13,2.55268966912,19.3243291074618,NA
"12195","R2001423",19,88.9402333559,85.0521345394,NA,NA,17,36.5689272442,18.9153854445753,NA
"12196","R2001424",15,40.13809231618,35.3887979968,NA,NA,13,13.81355482022,18.6545095432868,NA
"12197","R2001425",9,12.815802431492,10.4539120622,NA,NA,9,0.649937640504,18.8552216749913,NA
"12198","R2001426",19,52.76170551228,37.8795521116,NA,NA,16,8.09978061296,18.6876561942529,NA
"12199","R2001427",8,76.03701912426,28.2331892058,NA,NA,9,8.016785994,18.7133460952128,NA
"12200","R2001428",13,2.993835371062,0.4221073882,NA,NA,12,0.231843048206,19.2989713950709,NA
"12201","R2001429",10,24.312702164068,16.5233123376,NA,NA,9,2.21160575278,19.2144428372102,NA
"12202","R2001430",18,375.668940617424,179.2326462376,NA,NA,15,5.61353394562,19.481923577882,NA
"12203","R2001431",15,140.472638612972,13.005569798,NA,NA,13,4.037857367966,19.456056426206,NA
"12204","R2001432",20,100.39284410492,47.6934442018,NA,NA,17,9.6461982656,19.8497880634646,NA
"12205","R2001433",11,10.016668238952,3.0318822166,NA,NA,9,3.5715666804,19.2369073422397,NA
"12206","R2001434",23,192.19285883848,116.7760607466,NA,NA,19,23.36538111744,19.0265028651278,NA
"12207","R2001435",21,189.601263596494,75.6091750422,NA,NA,21,42.799352926952,19.393239571711,NA
"12208","R2001436",10,4.878176067686,1.1877510916,NA,NA,9,3.88668762838,18.7323242346632,NA
"12209","R2001437",16,111.25437362818,84.63230251946,NA,NA,13,5.643472475632,19.4197028791499,NA
"12210","R2001438",14,206.419551687418,158.4781596632,NA,NA,13,16.481976117232,19.5698748994594,NA
"12211","R2001439",19,25.55300595259,8.9454989684,NA,NA,15,7.597915914982,19.188458512788,NA
"12212","R2001440",14,8.624412236678,3.4090175492,NA,NA,14,0.826874501386,18.6113757554988,NA
"12213","R2001441",24,215.017521465082,85.7497540526,NA,NA,22,16.27930981042,19.127334723316,NA
"12214","R2001442",13,32.92523958925,19.0647540138,NA,NA,11,2.60592827622,19.0233184246103,NA
"12215","R2001443",18,88.623458762076,23.7725686484,NA,NA,14,6.01272914498,18.7768100682936,NA
"12216","R2001444",17,25.007924218606,7.8061774602,NA,NA,15,0.20190860412,18.6952163615724,NA
"12217","R2001445",27,10.465577171686,0.3231766846,NA,NA,23,3.594651803195,22.0407753996385,NA
"12218","R2001446",26,11.87386252727,0,NA,NA,22,4.16360216527,21.7887326077441,NA
"12219","R2001447",38,96.965421491252,70.8231722019,NA,NA,30,67.603254997052,21.6737304573327,NA
"12220","R2001448",29,17.886290358281,7.8407448499,NA,NA,23,2.34043624458,21.4556108004046,NA
"12221","R2001449",34,30.824821986423,7.8772889727,NA,NA,26,3.238471195316,21.6705380130375,NA
"12222","R2001450",33,30.755155590044,8.8178465507,NA,NA,28,5.54939858625,21.4875047963161,NA
"12223","R2001451",37,37.29193841411,19.7713422218,NA,NA,29,6.55495242491,22.2104154997465,NA
"12224","R2001452",34,10.854244979963,5.2597530053,NA,NA,28,3.362503876636,22.0645509771449,NA
"12225","R2001453",23,5.47429434255,0.93190225673,NA,NA,21,1.382439025178,21.8501170973197,NA
"12226","R2001454",29,40.539857880001,24.2020994665,NA,NA,21,12.668878061216,22.4981798063909,NA
"12227","R2001455",14,38.049125509056,20.917197572,NA,NA,11,9.336784372986,19.5313556820519,NA
"12228","R2001456",15,76.390987468752,38.101887049,NA,NA,13,3.115229539472,19.2549391574929,NA
"12229","R2001457",21,50.927006000152,39.1262693666,NA,NA,16,3.701252520438,19.5012884868832,NA
"12230","R2001458",17,57.78836792988,19.7014852112,NA,NA,14,12.90714672692,19.3516427808586,NA
"12231","R2001459",13,45.248403138306,9.18145627706,NA,NA,13,6.70569449354,19.4810661539544,NA
"12232","R2001460",17,18.54084925003,5.8114740336,NA,NA,13,0.65237820502,19.432828002563,NA
"12233","R2001461",29,632.5014596498,154.3798942604,NA,NA,23,18.80706963282,19.361576080634,NA
"12234","R2001462",13,59.969605858788,9.9934064364,NA,NA,13,6.6525735356,18.5507034711661,NA
"12235","R2001463",21,61.364471047338,22.8642597362,NA,NA,18,16.84186064774,19.4917057773578,NA
"12236","R2001464",16,15.515910371138,10.959786794,NA,NA,14,3.970627751072,18.7547871514595,NA
"12237","R2001465",18,33.498900402352,10.248149923,NA,NA,16,2.673815476192,18.5724727363987,NA
"12238","R2001466",31,529.522035559634,79.4053147354,NA,NA,24,59.43922715172,19.1913688557964,NA
"12239","R2001467",23,160.94495599236,83.5443106986,NA,NA,23,75.14793607984,19.6774592144806,NA
"12240","R2001468",15,264.04124408438,14.7627351554,NA,NA,15,18.62026103624,19.5558374072689,NA
"12241","R2001469",24,351.83495668258,29.31668038046,NA,NA,21,13.5901122892,19.4097050902366,NA
"12242","R2001470",24,80.202081839582,32.9540043889,NA,NA,21,12.97519083418,18.9479378303003,NA
"12243","R2001471",21,163.78464112513,45.301128632,NA,NA,20,17.4291215178,18.9576153494604,NA
"12244","R2001472",27,425.590770659394,102.7128202347,NA,NA,22,43.807164092,19.2427815820738,NA
"12245","R2001473",30,310.82512862877,241.5963772644,NA,NA,23,31.770332145,18.9789545081316,NA
"12246","R2001474",26,58.734464982863,17.4443116027,NA,NA,19,9.448143243198,19.0513713831345,NA
"12247","R2001475",21,74.15042748027,7.9948955041,NA,NA,19,2.28068399138,19.461438839662,NA
"12248","R2001476",26,52.530830012272,32.37358830093,NA,NA,22,10.40954337571,19.4575043041311,NA
"12249","R2001477",26,80.925415570748,43.75575130393,NA,NA,22,11.522117124618,19.1845204244145,NA
"12250","R2001478",28,90.525567046035,17.525105822,NA,NA,23,9.576472866776,19.0150155670374,NA
"12251","R2001479",29,160.331458674382,57.3949499161,NA,NA,23,27.61795280586,19.2863579868257,NA
"12252","R2001480",32,149.201505691252,30.28022292523,NA,NA,23,6.30599582362,19.0797060233796,NA
"12253","R2001481",28,123.963621795673,43.1152651828,NA,NA,23,10.46889335218,19.1334455557158,NA
"12254","R2001482",25,158.067888083151,8.5487693047,NA,NA,20,3.03351835401,18.8944873705406,NA
"12255","R2001483",31,57.370151536041,16.1881306982,NA,NA,26,6.59584555699,19.5529750166949,NA
"12256","R2001484",42,49.066322580345,12.4990920185,NA,NA,33,6.26678806867,19.2847670701147,NA
"12257","R2001485",43,550.401439355886,102.8890428921,NA,NA,33,17.95044425437,19.4863325153223,NA
"12258","R2001486",22,191.848595073041,52.5662639025,NA,NA,22,6.5160866248,19.6069079963157,NA
"12259","R2001487",28,122.939849506262,33.0423656327,NA,NA,23,12.53654210949,19.7480690081735,NA
"12260","R2001488",29,315.153242039405,218.234116549084,NA,NA,25,10.093178169182,19.4340405930817,NA
"12261","R2001489",20,430.94795198341,207.612039528,NA,NA,17,26.8001581482,19.7546380358712,NA
"12262","R2001490",38,81.992723547874,15.58299241869,NA,NA,29,4.04267759577,19.6951873072074,NA
"12263","R2001491",31,77.429760120691,65.64511963,NA,NA,26,35.04800261267,19.589981677547,NA
"12264","R2001492",40,40.440985533806,13.5273185809,NA,NA,30,9.60297027227,19.646132904113,NA
"12265","R2001493",27,245.30323304868,8.9427519603,NA,NA,20,7.98511907343,19.5193180861912,NA
